City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,rabo de peixe,37.8,-25.5833,283.88,76,20,3.6,PT,1674088963
370,letlhakane,-21.4167,25.5833,294.95,69,31,3.48,BW,1674088964
371,iquique,-20.2208,-70.1431,295.17,81,80,1.45,CL,1674088965
372,henties bay,-22.116,14.2845,291.97,88,41,3.09,NA,1674088966
373,selimpasa,41.0558,28.379,289.23,71,27,10.79,TR,1674088967
374,valparaiso,-33.0393,-71.6273,291.75,100,20,3.6,CL,1674088967
375,humaita,-7.5061,-63.0208,295.0,94,100,1.11,BR,1674088968
376,san patricio,28.017,-97.5169,298.12,54,7,3.16,US,1674088970
377,svetlogorsk,52.6333,29.7333,277.73,87,54,5.99,BY,1674088970
378,nagapattinam,10.7667,79.8333,296.87,62,96,3.42,IN,1674088971
379,harlingen,26.1906,-97.6961,299.29,78,0,4.63,US,1674088920
380,roma,43.2128,-75.4557,276.53,95,100,4.12,US,1674088973
381,san juan de opoa,14.7833,-88.7,301.6,34,20,3.09,HN,1674088973
382,saldanha,-33.0117,17.9442,293.18,97,83,2.3,ZA,1674088974
383,boden,65.8252,21.6886,273.15,94,95,4.04,SE,1674088975
384,maputo,-25.9653,32.5892,297.97,83,0,1.03,MZ,1674088976
385,asau,46.4333,26.4,279.66,81,60,1.73,RO,1674088977
386,neka,36.6508,53.299,277.6,79,40,1.37,IR,1674088977
387,chaman,30.9236,66.4512,277.46,90,100,1.4,PK,1674088978
388,fort nelson,58.8053,-122.7002,260.34,89,75,0.0,CA,1674088923
389,pangnirtung,66.1451,-65.7125,246.04,64,7,2.87,CA,1674088980
390,nikel,69.4128,30.222,271.25,92,100,4.6,RU,1674088981
391,derzhavinsk,51.1,66.3167,251.21,81,50,2.2,KZ,1674088982
392,peace river,56.2501,-117.286,266.32,93,75,2.06,CA,1674088928
393,the valley,18.217,-63.0578,298.61,88,20,1.54,AI,1674088983
394,langenburg,49.2544,9.8458,270.29,89,40,2.57,DE,1674088985
395,aklera,24.4167,76.5667,283.07,37,5,1.91,IN,1674088986
396,najran,17.4924,44.1277,284.51,74,4,0.78,SA,1674088987
397,arboletes,8.8505,-76.4269,298.44,82,3,3.0,CO,1674088988
398,port saint john,28.477,-80.7887,293.69,81,0,2.06,US,1674088989
399,sabang,5.8933,95.3214,299.67,76,100,7.22,ID,1674088990
400,moussoro,13.6408,16.4901,292.85,23,3,4.44,TD,1674088991
401,nandurbar,21.3667,74.25,290.91,44,6,2.81,IN,1674088994
402,jining,35.405,116.5814,274.53,46,38,1.78,CN,1674088995
403,panjab,34.388,67.0233,258.49,98,99,1.77,AF,1674088996
404,mattawa,46.7379,-119.9028,278.71,85,100,1.62,US,1674088997
405,tilichiki,60.4667,166.1,250.46,87,100,4.34,RU,1674088998
406,piacabucu,-10.4056,-36.4344,298.36,81,15,3.2,BR,1674088999
407,tokat,40.4167,36.5833,274.15,65,5,2.43,TR,1674089000
408,itupiranga,-5.1347,-49.3267,296.33,98,100,1.17,BR,1674088780
409,carutapera,-1.195,-46.02,296.39,93,99,0.53,BR,1674089002
410,russell,32.3502,-85.1999,292.82,94,75,2.57,US,1674088841
411,vila franca do campo,37.7167,-25.4333,284.38,80,1,1.97,PT,1674089003
412,lastoursville,-0.8143,12.7287,295.86,93,99,0.76,GA,1674089004
413,siwan,26.2167,84.3667,280.52,68,0,1.39,IN,1674089005
414,camacha,33.0833,-16.3333,286.83,67,75,6.17,PT,1674089006
415,qasigiannguit,68.8193,-51.1922,238.13,66,0,1.74,GL,1674089007
416,kargasok,59.0556,80.8572,258.0,96,100,3.07,RU,1674089008
417,praia da vitoria,38.7333,-27.0667,284.68,87,0,1.54,PT,1674089009
418,sao jose da coroa grande,-8.8978,-35.1478,298.29,85,33,3.58,BR,1674089010
419,itarema,-2.9248,-39.9167,298.42,84,100,4.37,BR,1674089011
420,warwick,41.7001,-71.4162,280.53,72,20,5.66,US,1674088953
421,abu samrah,35.3029,37.1841,281.74,87,0,2.01,SY,1674089013
422,cap malheureux,-19.9842,57.6142,298.97,87,94,4.02,MU,1674089013
423,tonkino,57.3726,46.4629,265.0,92,11,4.86,RU,1674089014
424,cayenne,4.9333,-52.3333,296.17,94,100,0.0,GF,1674088789
425,koscian,52.0883,16.6487,275.0,96,100,1.97,PL,1674089016
426,severnyy-kospashskiy,59.0925,57.8008,257.6,98,100,1.69,RU,1674089017
427,chara,56.9064,118.2631,232.89,87,100,0.47,RU,1674089018
428,gao,16.6362,1.637,291.78,15,3,4.4,ML,1674089018
429,pa daet,19.5049,99.9924,290.28,83,7,0.3,TH,1674089020
430,dunedin,-45.8742,170.5036,294.15,70,64,3.13,NZ,1674089021
431,orlik,52.5178,99.825,237.16,96,35,1.29,RU,1674089022
432,sakakah,29.9697,40.2064,280.91,62,0,1.62,SA,1674089023
433,nador,35.174,-2.9287,286.29,54,40,9.77,MA,1674089024
434,linqiong,30.4159,103.4609,272.05,55,0,0.33,CN,1674089024
435,soto la marina,23.7667,-98.2167,297.58,50,97,2.17,MX,1674089026
436,tazovskiy,67.4667,78.7,249.18,96,100,4.29,RU,1674089027
437,deputatskiy,69.3,139.9,239.06,100,99,0.39,RU,1674089017
438,rio gallegos,-51.6226,-69.2181,295.18,30,20,7.72,AR,1674089028
439,pong,19.1493,100.2752,291.6,76,0,0.27,TH,1674089029
440,saint-augustin,51.226,-58.6502,273.28,97,99,2.41,CA,1674089030
441,klaksvik,62.2266,-6.589,277.66,93,100,10.02,FO,1674089031
442,saint anthony,45.0205,-93.218,273.68,85,100,5.14,US,1674089031
443,fomboni,-12.28,43.7425,300.94,68,100,3.71,KM,1674089033
444,lata,40.1629,-8.3327,277.64,89,10,0.23,PT,1674088918
445,nha trang,12.25,109.1833,297.15,79,100,4.22,VN,1674088851
446,havre-saint-pierre,50.2334,-63.5986,274.35,100,100,1.54,CA,1674089035
447,sola,-13.8833,167.55,300.52,74,100,4.12,VU,1674089036
448,payo,-3.7508,103.6372,295.46,99,100,1.25,ID,1674089036
449,portales,34.1862,-103.3344,281.89,30,0,10.41,US,1674089037
450,mareeba,-17.0,145.4333,298.55,94,100,0.52,AU,1674089038
451,lokosovo,61.1333,74.8167,255.41,98,54,3.5,RU,1674089039
452,yulara,-25.2406,130.9889,301.34,32,16,7.61,AU,1674089041
453,kruszwica,52.6756,18.3313,273.02,98,100,1.43,PL,1674089042
454,lakota,5.8528,-5.6883,295.17,99,71,1.25,CI,1674089043
455,plastun,44.7561,136.2939,263.36,59,100,0.93,RU,1674089044
456,daura,11.5538,11.4085,290.73,30,0,3.52,NG,1674089045
457,los llanos de aridane,28.6585,-17.9182,288.01,82,75,8.23,ES,1674089046
458,arrifes,37.7667,-25.7,283.29,76,20,3.6,PT,1674089047
459,harur,12.0667,78.5,288.81,95,97,0.37,IN,1674089049
460,guerande,47.3291,-2.4283,275.68,72,86,8.02,FR,1674089050
461,la ronge,55.1001,-105.2842,266.29,93,100,3.09,CA,1674089051
462,rodrigues alves,-7.738,-72.6509,295.82,97,100,0.45,BR,1674089052
463,ust-kuyga,70.0167,135.6,232.92,100,100,1.72,RU,1674089052
464,estrela,-28.0611,-50.9383,290.87,98,56,2.62,BR,1674089053
465,wagga wagga,-35.1167,147.3667,294.04,67,0,1.79,AU,1674089054
466,neyshabur,36.2133,58.7958,272.99,72,72,0.51,IR,1674089055
467,cuiluan,47.72,128.648,258.8,91,100,0.87,CN,1674089057
468,porto murtinho,-21.6989,-57.8825,298.22,75,26,1.51,BR,1674089058
469,loa janan,-0.583,117.095,299.76,80,89,1.03,ID,1674089059
470,chernyshevskiy,63.0128,112.4714,227.07,100,96,1.0,RU,1674089060
471,belyy yar,53.6039,91.3903,258.07,83,100,0.0,RU,1674089061
472,bagan,54.1001,77.6646,258.65,93,26,4.41,RU,1674089062
473,turiacu,-1.6633,-45.3717,295.81,96,94,0.3,BR,1674089063
474,revelstoke,50.9832,-118.2023,275.16,93,100,4.63,CA,1674088971
475,tateyama,34.9833,139.8667,281.54,76,100,5.48,JP,1674089065
476,inuvik,68.3499,-133.7218,257.71,85,100,1.54,CA,1674089066
477,fare,-16.7,-151.0167,300.42,70,4,6.52,PF,1674089066
478,kenora,49.8167,-94.4337,263.69,85,100,3.6,CA,1674089048
479,gazli,40.1333,63.45,265.88,67,49,1.87,UZ,1674089068
480,moindou,-21.6924,165.677,300.22,61,5,7.74,NC,1674089069
481,minab,27.1467,57.0801,287.58,60,8,7.94,IR,1674089070
482,kalinovskoye,44.8635,42.9622,272.68,97,96,4.98,RU,1674089071
483,rocha,-34.4833,-54.3333,292.39,90,100,2.93,UY,1674088789
484,sape,-7.0964,-35.2328,296.8,87,14,2.72,BR,1674089072
485,illapel,-31.6308,-71.1653,294.16,66,0,1.56,CL,1674089073
486,okha,53.5739,142.9478,240.68,95,19,3.87,RU,1674089074
487,marsa matruh,31.3525,27.2453,284.26,82,0,1.54,EG,1674089075
488,krasnaya gorka,55.1962,56.6673,252.66,96,75,1.24,RU,1674089076
489,mlimba,-8.8,35.8167,294.74,98,100,0.58,TZ,1674089077
490,praya,14.9215,-23.5087,295.45,78,0,10.29,CV,1674089078
491,kawhia,-38.0651,174.8183,294.11,64,79,1.99,NZ,1674089078
492,kabo,7.6994,18.629,294.61,28,11,1.42,CF,1674089079
493,omsukchan,62.5333,155.8,236.97,94,100,2.62,RU,1674089080
494,ushumun,52.7833,126.5333,243.7,94,100,3.77,RU,1674089081
495,natal,-5.795,-35.2094,296.51,100,0,1.54,BR,1674089082
496,alice town,25.7167,-79.3,296.32,66,0,3.97,BS,1674089082
497,panino,51.6467,40.1346,270.92,84,100,7.67,RU,1674089083
498,maraba,-5.3686,-49.1178,296.25,100,75,0.0,BR,1674089084
499,acapulco,16.8634,-99.8901,299.05,69,40,4.63,MX,1674088981
500,puerto del rosario,28.5004,-13.8627,291.01,68,100,8.75,ES,1674089085
501,marataizes,-21.0433,-40.8244,296.64,90,0,4.44,BR,1674089086
502,nyaunglebin,17.95,96.7333,291.85,79,100,1.16,MM,1674089087
503,mogadishu,2.0371,45.3438,297.77,84,100,8.52,SO,1674089088
504,hailey,43.5196,-114.3153,267.07,72,100,1.79,US,1674089089
505,burnie,-41.0667,145.9167,290.9,49,6,1.77,AU,1674088899
506,ajdabiya,30.7554,20.2263,286.31,46,100,6.13,LY,1674089090
507,bacolod,10.6667,122.95,299.64,85,64,7.56,PH,1674089091
508,kharabali,47.4196,47.2568,267.19,88,6,3.93,RU,1674089092
509,kananga,-5.8958,22.4178,292.21,96,83,1.33,CD,1674089093
510,olpad,21.3333,72.75,290.35,45,5,3.23,IN,1674089094
511,zhigansk,66.7697,123.3711,226.28,96,71,4.91,RU,1674089094
512,haines junction,60.7522,-137.5108,259.27,100,95,0.54,CA,1674089095
513,chubbuck,42.9208,-112.4661,271.09,80,75,1.54,US,1674089096
514,badiraguato,25.3667,-107.5167,290.81,41,10,1.5,MX,1674089097
515,sal rei,16.1833,-22.9167,295.77,72,0,10.36,CV,1674089098
516,yarada,17.65,83.2667,293.33,100,40,1.03,IN,1674089099
517,madang,-5.2246,145.7966,303.03,64,100,2.13,PG,1674089108
518,husavik,66.0449,-17.3389,269.11,76,100,4.94,IS,1674089109
519,tagusao,9.1924,117.8141,300.12,79,100,1.69,PH,1674089110
520,male,4.1748,73.5089,301.12,74,75,7.72,MV,1674089111
521,sainte-suzanne,-20.9061,55.6089,299.25,95,75,7.2,RE,1674089112
522,san quintin,30.4833,-115.95,286.78,60,100,3.83,MX,1674089113
523,igarka,67.4667,86.5833,245.92,85,100,2.24,RU,1674089114
524,santa cruz,-17.8,-63.1667,299.85,78,40,2.06,BO,1674088889
525,virginia beach,36.8529,-75.978,284.83,75,75,2.06,US,1674089115
526,escarcega,18.6089,-90.7454,300.21,51,26,2.12,MX,1674089116
527,tonj,7.2737,28.6822,296.44,26,74,2.31,SS,1674089117
528,grindavik,63.8424,-22.4338,267.41,79,0,3.09,IS,1674089118
529,kaniama,-7.5667,24.1833,290.53,97,100,1.15,CD,1674089119
530,emerald,-23.5333,148.1667,300.56,64,0,4.46,AU,1674089120
531,handan,36.6006,114.4678,276.16,30,0,4.76,CN,1674089121
532,constitucion,-35.3333,-72.4167,286.91,92,15,2.07,CL,1674089123
533,fairbanks,64.8378,-147.7164,252.93,76,20,0.0,US,1674089040
534,rosetta,31.4044,30.4164,287.31,77,0,4.42,EG,1674089124
535,paita,-5.0892,-81.1144,294.31,80,73,5.08,PE,1674089125
536,hovd,48.0056,91.6419,256.94,72,100,0.35,MN,1674089126
537,den helder,52.9599,4.7593,278.7,83,100,13.41,NL,1674089127
538,todos santos,23.45,-110.2167,293.52,76,35,4.1,MX,1674089128
539,kaduy,59.2,37.15,274.57,96,100,7.22,RU,1674089129
540,ucluelet,48.9329,-125.5528,280.32,91,13,4.62,CA,1674089130
541,grand-santi,4.25,-54.3833,295.09,97,94,1.08,GF,1674089131
542,oistins,13.0667,-59.5333,298.2,73,20,7.2,BB,1674089132
543,tessalit,20.1986,1.0114,291.25,17,92,0.9,ML,1674089133
544,kulhudhuffushi,6.6221,73.07,300.23,73,4,8.68,MV,1674089134
545,zarate,-34.0981,-59.0286,299.16,82,100,3.58,AR,1674089135
